t,delta,omega,delta_dev,omega_dev
1.837,0.735974,1.00004,0.00624635,3.57208e-05
1.838,0.735985,1.00004,0.00625753,3.54266e-05
1.839,0.735996,1.00004,0.00626861,3.51326e-05
1.84,0.736007,1.00003,0.0062796,3.48388e-05
1.841,0.736018,1.00003,0.0062905,3.45452e-05
1.842,0.736029,1.00003,0.00630131,3.42517e-05
1.843,0.73604,1.00003,0.00631202,3.39585e-05
1.844,0.73605,1.00003,0.00632265,3.36655e-05
1.845,0.736061,1.00003,0.00633318,3.33727e-05
1.846,0.736071,1.00003,0.00634361,3.30802e-05
1.847,0.736082,1.00003,0.00635396,3.27878e-05
1.848,0.736092,1.00003,0.00636422,3.24957e-05
1.849,0.736102,1.00003,0.00637438,3.22037e-05
1.85,0.736112,1.00003,0.00638445,3.1912e-05
1.851,0.736122,1.00003,0.00639443,3.16206e-05
1.852,0.736132,1.00003,0.00640432,3.13293e-05
1.853,0.736142,1.00003,0.00641411,3.10383e-05
1.854,0.736151,1.00003,0.00642382,3.07475e-05
1.855,0.736161,1.00003,0.00643343,3.0457e-05
1.856,0.736171,1.00003,0.00644296,3.01667e-05
1.857,0.73618,1.00003,0.00645239,2.98766e-05
1.858,0.736189,1.00003,0.00646173,2.95868e-05
1.859,0.736199,1.00003,0.00647098,2.92973e-05
1.86,0.736208,1.00003,0.00648014,2.9008e-05
1.861,0.736217,1.00003,0.0064892,2.87189e-05
1.862,0.736226,1.00003,0.00649818,2.84301e-05
1.863,0.736235,1.00003,0.00650707,2.81416e-05
1.864,0.736244,1.00003,0.00651586,2.78533e-05
1.865,0.736252,1.00003,0.00652457,2.75653e-05
1.866,0.736261,1.00003,0.00653318,2.72775e-05
1.867,0.736269,1.00003,0.00654171,2.69901e-05
1.868,0.736278,1.00003,0.00655014,2.67029e-05
1.869,0.736286,1.00003,0.00655849,2.64159e-05
1.87,0.736294,1.00003,0.00656674,2.61293e-05
1.871,0.736303,1.00003,0.0065749,2.58429e-05
1.872,0.736311,1.00003,0.00658298,2.55568e-05
1.873,0.736319,1.00003,0.00659096,2.52711e-05
1.874,0.736327,1.00002,0.00659886,2.49855e-05
1.875,0.736334,1.00002,0.00660666,2.47003e-05
1.876,0.736342,1.00002,0.00661438,2.44154e-05
1.877,0.73635,1.00002,0.006622,2.41308e-05
1.878,0.736357,1.00002,0.00662954,2.38465e-05
1.879,0.736365,1.00002,0.00663698,2.35624e-05
1.88,0.736372,1.00002,0.00664434,2.32787e-05
1.881,0.736379,1.00002,0.00665161,2.29953e-05
1.882,0.736386,1.00002,0.00665879,2.27122e-05
1.883,0.736394,1.00002,0.00666588,2.24294e-05
1.884,0.736401,1.00002,0.00667288,2.2147e-05
1.885,0.736407,1.00002,0.0066798,2.18648e-05
1.886,0.736414,1.00002,0.00668662,2.1583e-05
1.887,0.736421,1.00002,0.00669336,2.13014e-05
1.888,0.736428,1.00002,0.00670001,2.10203e-05
1.889,0.736434,1.00002,0.00670656,2.07394e-05
1.89,0.736441,1.00002,0.00671304,2.04589e-05
1.891,0.736447,1.00002,0.00671942,2.01787e-05
1.892,0.736453,1.00002,0.00672571,1.98988e-05
1.893,0.73646,1.00002,0.00673192,1.96193e-05
1.894,0.736466,1.00002,0.00673804,1.93401e-05
1.895,0.736472,1.00002,0.00674407,1.90612e-05
1.896,0.736478,1.00002,0.00675002,1.87827e-05
1.897,0.736484,1.00002,0.00675588,1.85046e-05
1.898,0.736489,1.00002,0.00676165,1.82268e-05
1.899,0.736495,1.00002,0.00676733,1.79493e-05
1.9,0.736501,1.00002,0.00677292,1.76722e-05
1.901,0.736506,1.00002,0.00677843,1.73955e-05
1.902,0.736512,1.00002,0.00678385,1.71191e-05
1.903,0.736517,1.00002,0.00678919,1.6843e-05
1.904,0.736522,1.00002,0.00679444,1.65674e-05
1.905,0.736527,1.00002,0.0067996,1.62921e-05
1.906,0.736532,1.00002,0.00680467,1.60172e-05
1.907,0.736537,1.00002,0.00680966,1.57426e-05
1.908,0.736542,1.00002,0.00681456,1.54684e-05
1.909,0.736547,1.00002,0.00681938,1.51946e-05
1.91,0.736552,1.00001,0.00682411,1.49212e-05
1.911,0.736556,1.00001,0.00682876,1.46481e-05
1.912,0.736561,1.00001,0.00683331,1.43755e-05
1.913,0.736565,1.00001,0.00683779,1.41032e-05
1.914,0.73657,1.00001,0.00684218,1.38313e-05
1.915,0.736574,1.00001,0.00684648,1.35598e-05
1.916,0.736578,1.00001,0.0068507,1.32886e-05
1.917,0.736582,1.00001,0.00685483,1.30179e-05
1.918,0.736587,1.00001,0.00685888,1.27476e-05
1.919,0.73659,1.00001,0.00686284,1.24777e-05
1.92,0.736594,1.00001,0.00686672,1.22081e-05
1.921,0.736598,1.00001,0.00687051,1.1939e-05
1.922,0.736602,1.00001,0.00687422,1.16703e-05
1.923,0.736605,1.00001,0.00687784,1.1402e-05
1.924,0.736609,1.00001,0.00688138,1.1134e-05
1.925,0.736612,1.00001,0.00688484,1.08665e-05
1.926,0.736616,1.00001,0.00688821,1.05995e-05
1.927,0.736619,1.00001,0.0068915,1.03328e-05
1.928,0.736622,1.00001,0.0068947,1.00665e-05
1.929,0.736625,1.00001,0.00689782,9.80071e-06
1.93,0.736629,1.00001,0.00690086,9.5353e-06
1.931,0.736631,1.00001,0.00690381,9.27031e-06
1.932,0.736634,1.00001,0.00690668,9.00575e-06
1.933,0.736637,1.00001,0.00690947,8.74162e-06
1.934,0.73664,1.00001,0.00691218,8.47791e-06
1.935,0.736642,1.00001,0.0069148,8.21464e-06
1.936,0.736645,1.00001,0.00691734,7.95181e-06
1.937,0.736647,1.00001,0.00691979,7.68941e-06
1.938,0.73665,1.00001,0.00692217,7.42745e-06
1.939,0.736652,1.00001,0.00692446,7.16593e-06
1.94,0.736654,1.00001,0.00692667,6.90485e-06
1.941,0.736656,1.00001,0.0069288,6.64421e-06
1.942,0.736658,1.00001,0.00693085,6.38403e-06
1.943,0.73666,1.00001,0.00693281,6.12429e-06
1.944,0.736662,1.00001,0.00693469,5.865e-06
1.945,0.736664,1.00001,0.0069365,5.60617e-06
1.946,0.736666,1.00001,0.00693822,5.34779e-06
1.947,0.736668,1.00001,0.00693986,5.08986e-06
1.948,0.736669,1,0.00694142,4.8324e-06
1.949,0.736671,1,0.00694289,4.57539e-06
1.95,0.736672,1,0.00694429,4.31885e-06
1.951,0.736673,1,0.00694561,4.06277e-06
1.952,0.736674,1,0.00694684,3.80716e-06
1.953,0.736676,1,0.006948,3.55202e-06
1.954,0.736677,1,0.00694907,3.29734e-06
1.955,0.736678,1,0.00695007,3.04314e-06
1.956,0.736679,1,0.00695099,2.78942e-06
1.957,0.736679,1,0.00695182,2.53616e-06
1.958,0.73668,1,0.00695258,2.28339e-06
1.959,0.736681,1,0.00695326,2.0311e-06
1.96,0.736682,1,0.00695386,1.77928e-06
1.961,0.736682,1,0.00695438,1.52795e-06
1.962,0.736682,1,0.00695482,1.27711e-06
1.963,0.736683,1,0.00695518,1.02675e-06
1.964,0.736683,1,0.00695546,7.76884e-07
1.965,0.736683,1,0.00695567,5.27506e-07
1.966,0.736683,1,0.00695579,2.78621e-07
1.967,0.736683,1,0.00695584,3.0229e-08
1.968,0.736683,1,0.00695581,-2.17667e-07
1.969,0.736683,1,0.00695571,-4.65064e-07
1.97,0.736683,0.999999,0.00695552,-7.11963e-07
1.971,0.736683,0.999999,0.00695526,-9.5836e-07
1.972,0.736683,0.999999,0.00695492,-1.20425e-06
1.973,0.736682,0.999999,0.0069545,-1.44964e-06
1.974,0.736682,0.999998,0.00695401,-1.69453e-06
1.975,0.736681,0.999998,0.00695344,-1.9389e-06
1.976,0.73668,0.999998,0.00695279,-2.18277e-06
1.977,0.73668,0.999998,0.00695207,-2.42612e-06
1.978,0.736679,0.999997,0.00695126,-2.66896e-06
1.979,0.736678,0.999997,0.00695039,-2.91128e-06
1.98,0.736677,0.999997,0.00694944,-3.15309e-06
1.981,0.736676,0.999997,0.00694841,-3.39438e-06
1.982,0.736675,0.999996,0.0069473,-3.63515e-06
1.983,0.736674,0.999996,0.00694612,-3.8754e-06
1.984,0.736673,0.999996,0.00694487,-4.11513e-06
1.985,0.736671,0.999996,0.00694354,-4.35433e-06
1.986,0.73667,0.999995,0.00694213,-4.593e-06
1.987,0.736668,0.999995,0.00694065,-4.83115e-06
1.988,0.736667,0.999995,0.0069391,-5.06876e-06
1.989,0.736665,0.999995,0.00693747,-5.30585e-06
1.99,0.736663,0.999994,0.00693576,-5.5424e-06
1.991,0.736662,0.999994,0.00693398,-5.77842e-06
1.992,0.73666,0.999994,0.00693213,-6.0139e-06
1.993,0.736658,0.999994,0.00693021,-6.24884e-06
1.994,0.736656,0.999994,0.00692821,-6.48324e-06
1.995,0.736654,0.999993,0.00692613,-6.71711e-06
1.996,0.736652,0.999993,0.00692399,-6.95043e-06
1.997,0.736649,0.999993,0.00692177,-7.18321e-06
1.998,0.736647,0.999993,0.00691947,-7.41544e-06
1.999,0.736645,0.999992,0.00691711,-7.64713e-06
2,0.736642,0.999992,0.00691467,-7.87826e-06
2.001,0.73664,0.999992,0.00691216,-8.10885e-06
2.002,0.736637,0.999992,0.00690957,-8.33889e-06
2.003,0.736635,0.999991,0.00690692,-8.56837e-06
2.004,0.736632,0.999991,0.00690419,-8.7973e-06
2.005,0.736629,0.999991,0.00690139,-9.02568e-06
2.006,0.736626,0.999991,0.00689852,-9.25349e-06
2.007,0.736623,0.999991,0.00689558,-9.48075e-06
2.008,0.73662,0.99999,0.00689256,-9.70745e-06
2.009,0.736617,0.99999,0.00688948,-9.93359e-06
2.01,0.736614,0.99999,0.00688632,-1.01592e-05
2.011,0.736611,0.99999,0.00688309,-1.03842e-05
2.012,0.736607,0.999989,0.0068798,-1.06086e-05
2.013,0.736604,0.999989,0.00687643,-1.08325e-05
2.014,0.736601,0.999989,0.00687299,-1.10558e-05
2.015,0.736597,0.999989,0.00686948,-1.12786e-05
2.016,0.736594,0.999988,0.0068659,-1.15007e-05
2.017,0.73659,0.999988,0.00686226,-1.17223e-05
2.018,0.736586,0.999988,0.00685854,-1.19433e-05
2.019,0.736582,0.999988,0.00685475,-1.21638e-05
2.02,0.736579,0.999988,0.00685089,-1.23837e-05
2.021,0.736575,0.999987,0.00684697,-1.2603e-05
2.022,0.736571,0.999987,0.00684298,-1.28217e-05
2.023,0.736567,0.999987,0.00683891,-1.30398e-05
2.024,0.736562,0.999987,0.00683478,-1.32574e-05
2.025,0.736558,0.999987,0.00683058,-1.34743e-05
2.026,0.736554,0.999986,0.00682632,-1.36907e-05
2.027,0.73655,0.999986,0.00682198,-1.39065e-05
2.028,0.736545,0.999986,0.00681758,-1.41218e-05
2.029,0.736541,0.999986,0.00681311,-1.43364e-05
2.03,0.736536,0.999985,0.00680857,-1.45504e-05
2.031,0.736532,0.999985,0.00680397,-1.47639e-05
2.032,0.736527,0.999985,0.0067993,-1.49767e-05
2.033,0.736522,0.999985,0.00679456,-1.5189e-05
2.034,0.736517,0.999985,0.00678975,-1.54007e-05
2.035,0.736513,0.999984,0.00678488,-1.56118e-05
2.036,0.736508,0.999984,0.00677994,-1.58222e-05
2.037,0.736503,0.999984,0.00677494,-1.60321e-05
2.038,0.736498,0.999984,0.00676987,-1.62414e-05
2.039,0.736492,0.999984,0.00676473,-1.64501e-05
2.04,0.736487,0.999983,0.00675953,-1.66582e-05
2.041,0.736482,0.999983,0.00675427,-1.68657e-05
2.042,0.736477,0.999983,0.00674894,-1.70726e-05
2.043,0.736471,0.999983,0.00674354,-1.72788e-05
2.044,0.736466,0.999983,0.00673808,-1.74845e-05
2.045,0.73646,0.999982,0.00673256,-1.76896e-05
2.046,0.736455,0.999982,0.00672697,-1.7894e-05
2.047,0.736449,0.999982,0.00672131,-1.80979e-05
2.048,0.736443,0.999982,0.00671559,-1.83011e-05
2.049,0.736437,0.999981,0.00670981,-1.85038e-05
2.05,0.736432,0.999981,0.00670397,-1.87058e-05
2.051,0.736426,0.999981,0.00669806,-1.89072e-05
2.052,0.73642,0.999981,0.00669209,-1.9108e-05
2.053,0.736414,0.999981,0.00668605,-1.93082e-05
2.054,0.736408,0.99998,0.00667996,-1.95077e-05
2.055,0.736401,0.99998,0.0066738,-1.97067e-05
2.056,0.736395,0.99998,0.00666757,-1.9905e-05
2.057,0.736389,0.99998,0.00666129,-2.01027e-05
2.058,0.736383,0.99998,0.00665494,-2.02998e-05
2.059,0.736376,0.99998,0.00664854,-2.04963e-05
2.06,0.73637,0.999979,0.00664207,-2.06922e-05
2.061,0.736363,0.999979,0.00663553,-2.08874e-05
2.062,0.736357,0.999979,0.00662894,-2.1082e-05
2.063,0.73635,0.999979,0.00662229,-2.1276e-05
2.064,0.736343,0.999979,0.00661557,-2.14693e-05
2.065,0.736336,0.999978,0.0066088,-2.16621e-05
2.066,0.73633,0.999978,0.00660196,-2.18542e-05
2.067,0.736323,0.999978,0.00659507,-2.20457e-05
2.068,0.736316,0.999978,0.00658811,-2.22365e-05
2.069,0.736309,0.999978,0.0065811,-2.24267e-05
2.07,0.736302,0.999977,0.00657402,-2.26163e-05
2.071,0.736295,0.999977,0.00656689,-2.28053e-05
2.072,0.736287,0.999977,0.00655969,-2.29936e-05
2.073,0.73628,0.999977,0.00655244,-2.31813e-05
2.074,0.736273,0.999977,0.00654513,-2.33683e-05
2.075,0.736265,0.999976,0.00653776,-2.35548e-05
2.076,0.736258,0.999976,0.00653033,-2.37406e-05
2.077,0.73625,0.999976,0.00652284,-2.39257e-05
2.078,0.736243,0.999976,0.00651529,-2.41102e-05
2.079,0.736235,0.999976,0.00650769,-2.42941e-05
2.08,0.736228,0.999976,0.00650003,-2.44773e-05
2.081,0.73622,0.999975,0.00649231,-2.46599e-05
2.082,0.736212,0.999975,0.00648454,-2.48419e-05
2.083,0.736204,0.999975,0.0064767,-2.50232e-05
2.084,0.736196,0.999975,0.00646881,-2.52039e-05
2.085,0.736189,0.999975,0.00646087,-2.53839e-05
2.086,0.736181,0.999974,0.00645286,-2.55633e-05
2.087,0.736172,0.999974,0.0064448,-2.57421e-05
2.088,0.736164,0.999974,0.00643669,-2.59202e-05
2.089,0.736156,0.999974,0.00642852,-2.60976e-05
2.09,0.736148,0.999974,0.00642029,-2.62744e-05
2.091,0.73614,0.999974,0.00641201,-2.64506e-05
2.092,0.736131,0.999973,0.00640367,-2.66261e-05
2.093,0.736123,0.999973,0.00639528,-2.6801e-05
2.094,0.736114,0.999973,0.00638683,-2.69752e-05
2.095,0.736106,0.999973,0.00637833,-2.71488e-05
2.096,0.736097,0.999973,0.00636978,-2.73217e-05
2.097,0.736089,0.999973,0.00636116,-2.7494e-05
2.098,0.73608,0.999972,0.0063525,-2.76656e-05
2.099,0.736071,0.999972,0.00634378,-2.78366e-05
2.1,0.736063,0.999972,0.00633501,-2.80069e-05
2.101,0.736054,0.999972,0.00632618,-2.81766e-05
2.102,0.736045,0.999972,0.00631731,-2.83456e-05
2.103,0.736036,0.999971,0.00630837,-2.85139e-05
2.104,0.736027,0.999971,0.00629939,-2.86816e-05
2.105,0.736018,0.999971,0.00629035,-2.88487e-05
2.106,0.736009,0.999971,0.00628126,-2.90151e-05
2.107,0.736,0.999971,0.00627212,-2.91808e-05
2.108,0.735991,0.999971,0.00626293,-2.93459e-05
2.109,0.735981,0.99997,0.00625368,-2.95103e-05
2.11,0.735972,0.99997,0.00624439,-2.96741e-05
2.111,0.735963,0.99997,0.00623504,-2.98372e-05
2.112,0.735953,0.99997,0.00622564,-2.99996e-05
2.113,0.735944,0.99997,0.00621619,-3.01614e-05
2.114,0.735934,0.99997,0.00620669,-3.03225e-05
2.115,0.735925,0.99997,0.00619714,-3.0483e-05
2.116,0.735915,0.999969,0.00618754,-3.06428e-05
2.117,0.735906,0.999969,0.00617789,-3.08019e-05
2.118,0.735896,0.999969,0.00616818,-3.09604e-05
2.119,0.735886,0.999969,0.00615843,-3.11182e-05
2.12,0.735876,0.999969,0.00614863,-3.12754e-05
2.121,0.735866,0.999969,0.00613878,-3.14319e-05
2.122,0.735857,0.999968,0.00612888,-3.15877e-05
2.123,0.735847,0.999968,0.00611893,-3.17429e-05
2.124,0.735837,0.999968,0.00610894,-3.18974e-05
2.125,0.735827,0.999968,0.00609889,-3.20512e-05
2.126,0.735816,0.999968,0.0060888,-3.22044e-05
2.127,0.735806,0.999968,0.00607866,-3.23569e-05
2.128,0.735796,0.999967,0.00606847,-3.25087e-05
2.129,0.735786,0.999967,0.00605823,-3.26599e-05
2.13,0.735776,0.999967,0.00604795,-3.28104e-05
2.131,0.735765,0.999967,0.00603762,-3.29602e-05
2.132,0.735755,0.999967,0.00602724,-3.31094e-05
2.133,0.735744,0.999967,0.00601681,-3.32579e-05
2.134,0.735734,0.999967,0.00600634,-3.34057e-05
2.135,0.735723,0.999966,0.00599582,-3.35529e-05
2.136,0.735713,0.999966,0.00598526,-3.36994e-05
2.137,0.735702,0.999966,0.00597465,-3.38452e-05
2.138,0.735692,0.999966,0.005964,-3.39904e-05
2.139,0.735681,0.999966,0.00595329,-3.41348e-05
2.14,0.73567,0.999966,0.00594255,-3.42787e-05
2.141,0.735659,0.999966,0.00593176,-3.44218e-05
2.142,0.735649,0.999965,0.00592092,-3.45643e-05
2.143,0.735638,0.999965,0.00591004,-3.47061e-05
2.144,0.735627,0.999965,0.00589911,-3.48472e-05
2.145,0.735616,0.999965,0.00588814,-3.49877e-05
2.146,0.735605,0.999965,0.00587713,-3.51275e-05
2.147,0.735594,0.999965,0.00586607,-3.52666e-05
2.148,0.735583,0.999965,0.00585497,-3.54051e-05
2.149,0.735571,0.999964,0.00584383,-3.55428e-05
2.15,0.73556,0.999964,0.00583264,-3.56799e-05
2.151,0.735549,0.999964,0.00582141,-3.58164e-05
2.152,0.735538,0.999964,0.00581014,-3.59521e-05
2.153,0.735526,0.999964,0.00579882,-3.60872e-05
2.154,0.735515,0.999964,0.00578746,-3.62216e-05
2.155,0.735504,0.999964,0.00577606,-3.63554e-05
2.156,0.735492,0.999964,0.00576462,-3.64885e-05
2.157,0.735481,0.999963,0.00575313,-3.66208e-05
2.158,0.735469,0.999963,0.00574161,-3.67526e-05
2.159,0.735458,0.999963,0.00573004,-3.68836e-05
2.16,0.735446,0.999963,0.00571843,-3.7014e-05
2.161,0.735434,0.999963,0.00570679,-3.71437e-05
2.162,0.735423,0.999963,0.0056951,-3.72727e-05
2.163,0.735411,0.999963,0.00568337,-3.74011e-05
2.164,0.735399,0.999962,0.0056716,-3.75287e-05
2.165,0.735387,0.999962,0.00565979,-3.76557e-05
2.166,0.735376,0.999962,0.00564794,-3.77821e-05
2.167,0.735364,0.999962,0.00563605,-3.79077e-05
2.168,0.735352,0.999962,0.00562412,-3.80327e-05
2.169,0.73534,0.999962,0.00561215,-3.8157e-05
2.17,0.735328,0.999962,0.00560014,-3.82806e-05
2.171,0.735316,0.999962,0.0055881,-3.84036e-05
2.172,0.735304,0.999961,0.00557601,-3.85259e-05
2.173,0.735292,0.999961,0.00556389,-3.86475e-05
2.174,0.735279,0.999961,0.00555173,-3.87684e-05
2.175,0.735267,0.999961,0.00553953,-3.88887e-05
2.176,0.735255,0.999961,0.0055273,-3.90082e-05
2.177,0.735243,0.999961,0.00551502,-3.91272e-05
2.178,0.73523,0.999961,0.00550271,-3.92454e-05
2.179,0.735218,0.999961,0.00549037,-3.93629e-05
2.18,0.735206,0.999961,0.00547798,-3.94798e-05
2.181,0.735193,0.99996,0.00546556,-3.9596e-05
2.182,0.735181,0.99996,0.0054531,-3.97116e-05
2.183,0.735168,0.99996,0.00544061,-3.98264e-05
2.184,0.735156,0.99996,0.00542808,-3.99406e-05
2.185,0.735143,0.99996,0.00541551,-4.00541e-05
2.186,0.735131,0.99996,0.00540291,-4.0167e-05
2.187,0.735118,0.99996,0.00539028,-4.02791e-05
2.188,0.735105,0.99996,0.0053776,-4.03906e-05
2.189,0.735093,0.999959,0.0053649,-4.05014e-05
2.19,0.73508,0.999959,0.00535216,-4.06116e-05
2.191,0.735067,0.999959,0.00533938,-4.0721e-05
2.192,0.735054,0.999959,0.00532657,-4.08298e-05
2.193,0.735041,0.999959,0.00531373,-4.09379e-05
2.194,0.735028,0.999959,0.00530085,-4.10454e-05
2.195,0.735016,0.999959,0.00528794,-4.11521e-05
2.196,0.735003,0.999959,0.00527499,-4.12582e-05
2.197,0.73499,0.999959,0.00526201,-4.13637e-05
2.198,0.734977,0.999959,0.005249,-4.14684e-05
2.199,0.734964,0.999958,0.00523596,-4.15725e-05
2.2,0.734951,0.999958,0.00522288,-4.16759e-05
2.201,0.734937,0.999958,0.00520977,-4.17786e-05
2.202,0.734924,0.999958,0.00519663,-4.18807e-05
2.203,0.734911,0.999958,0.00518346,-4.19821e-05
2.204,0.734898,0.999958,0.00517025,-4.20828e-05
2.205,0.734885,0.999958,0.00515702,-4.21829e-05
2.206,0.734871,0.999958,0.00514375,-4.22822e-05
2.207,0.734858,0.999958,0.00513045,-4.23809e-05
2.208,0.734845,0.999958,0.00511712,-4.2479e-05
2.209,0.734831,0.999957,0.00510376,-4.25763e-05
2.21,0.734818,0.999957,0.00509037,-4.2673e-05
2.211,0.734805,0.999957,0.00507695,-4.2769e-05
2.212,0.734791,0.999957,0.0050635,-4.28644e-05
2.213,0.734778,0.999957,0.00505002,-4.29591e-05
2.214,0.734764,0.999957,0.0050365,-4.30531e-05
2.215,0.734751,0.999957,0.00502296,-4.31464e-05
2.216,0.734737,0.999957,0.00500939,-4.32391e-05
2.217,0.734723,0.999957,0.0049958,-4.33311e-05
2.218,0.73471,0.999957,0.00498217,-4.34225e-05
2.219,0.734696,0.999956,0.00496851,-4.35131e-05
2.22,0.734682,0.999956,0.00495483,-4.36031e-05
2.221,0.734669,0.999956,0.00494112,-4.36925e-05
2.222,0.734655,0.999956,0.00492738,-4.37811e-05
2.223,0.734641,0.999956,0.00491361,-4.38691e-05
2.224,0.734627,0.999956,0.00489981,-4.39565e-05
2.225,0.734614,0.999956,0.00488599,-4.40431e-05
2.226,0.7346,0.999956,0.00487214,-4.41291e-05
2.227,0.734586,0.999956,0.00485826,-4.42145e-05
2.228,0.734572,0.999956,0.00484436,-4.42992e-05
2.229,0.734558,0.999956,0.00483043,-4.43832e-05
2.23,0.734544,0.999956,0.00481647,-4.44665e-05
2.231,0.73453,0.999955,0.00480249,-4.45492e-05
2.232,0.734516,0.999955,0.00478848,-4.46312e-05
2.233,0.734502,0.999955,0.00477445,-4.47126e-05
2.234,0.734488,0.999955,0.00476039,-4.47933e-05
2.235,0.734474,0.999955,0.0047463,-4.48733e-05
2.236,0.73446,0.999955,0.00473219,-4.49527e-05
2.237,0.734446,0.999955,0.00471806,-4.50314e-05
2.238,0.734432,0.999955,0.0047039,-4.51094e-05
2.239,0.734417,0.999955,0.00468971,-4.51868e-05
2.24,0.734403,0.999955,0.00467551,-4.52635e-05
2.241,0.734389,0.999955,0.00466128,-4.53396e-05
2.242,0.734375,0.999955,0.00464702,-4.5415e-05
2.243,0.73436,0.999955,0.00463274,-4.54898e-05
2.244,0.734346,0.999954,0.00461844,-4.55639e-05
2.245,0.734332,0.999954,0.00460411,-4.56373e-05
2.246,0.734317,0.999954,0.00458976,-4.57101e-05
2.247,0.734303,0.999954,0.00457539,-4.57822e-05
2.248,0.734289,0.999954,0.004561,-4.58537e-05
2.249,0.734274,0.999954,0.00454658,-4.59245e-05
2.25,0.73426,0.999954,0.00453214,-4.59946e-05
2.251,0.734245,0.999954,0.00451768,-4.60641e-05
2.252,0.734231,0.999954,0.0045032,-4.6133e-05
2.253,0.734216,0.999954,0.0044887,-4.62012e-05
2.254,0.734202,0.999954,0.00447417,-4.62687e-05
2.255,0.734187,0.999954,0.00445962,-4.63356e-05
2.256,0.734173,0.999954,0.00444506,-4.64018e-05
2.257,0.734158,0.999954,0.00443047,-4.64674e-05
2.258,0.734144,0.999953,0.00441586,-4.65324e-05
2.259,0.734129,0.999953,0.00440123,-4.65966e-05
2.26,0.734114,0.999953,0.00438658,-4.66603e-05
2.261,0.7341,0.999953,0.00437191,-4.67233e-05
2.262,0.734085,0.999953,0.00435723,-4.67856e-05
2.263,0.73407,0.999953,0.00434252,-4.68473e-05
2.264,0.734055,0.999953,0.00432779,-4.69083e-05
2.265,0.734041,0.999953,0.00431304,-4.69687e-05
2.266,0.734026,0.999953,0.00429828,-4.70285e-05
2.267,0.734011,0.999953,0.0042835,-4.70876e-05
2.268,0.733996,0.999953,0.00426869,-4.7146e-05
2.269,0.733982,0.999953,0.00425387,-4.72039e-05
2.27,0.733967,0.999953,0.00423903,-4.7261e-05
2.271,0.733952,0.999953,0.00422418,-4.73176e-05
2.272,0.733937,0.999953,0.0042093,-4.73734e-05
2.273,0.733922,0.999953,0.00419441,-4.74287e-05
2.274,0.733907,0.999953,0.0041795,-4.74833e-05
2.275,0.733892,0.999952,0.00416458,-4.75373e-05
2.276,0.733877,0.999952,0.00414964,-4.75906e-05
2.277,0.733862,0.999952,0.00413468,-4.76433e-05
